P,33,1,87
P,67,1,99
P,28,1,17
P,226,1,106
P,27,1,85
P,222,1,46
P,226,1,105
P,181,1,103
P,47,1,137
P,27,1,40
P,29,1,137
P,23,1,39
P,44,1,51
P,206,1,138
P,34,1,94
P,98,1,54
P,158,1,34
P,170,1,14
P,31,1,79
P,161,1,122
P,206,1,134
P,221,1,108
P,84,1,9
P,16,1,33
P,28,1,98
P,34,1,45
P,18,1,142
P,43,1,143
P,224,1,75
P,84,1,140
P,215,1,111
P,15,1,34
P,176,1,145
P,29,1,106
P,180,1,108
P,74,1,57
P,185,1,56
P,58,1,106
P,76,1,62
P,30,1,14
P,227,1,98
P,36,1,46
P,24,1,90
P,189,1,57
P,228,1,92
P,100,1,124
P,30,1,87
P,217,1,107
P,93,1,125
P,229,1,113
P,93,1,120
P,26,1,74
P,230,1,41
P,175,1,11
P,222,1,132
P,189,1,107
P,167,1,146
P,85,1,142
P,231,1,32
P,228,1,21
P,214,1,44
P,36,1,110
P,62,1,107
P,225,1,100
P,198,1,118
P,226,1,51
P,49,1,51
P,28,1,90
P,21,1,99
P,56,1,118
P,94,1,120
P,91,1,127
P,162,1,116
P,30,1,135
P,23,1,123
P,223,1,105
P,54,1,138
P,21,1,50
P,94,1,125
P,64,1,56
P,45,1,140
P,170,1,16
P,84,1,146
P,31,1,47
P,83,1,19
P,187,1,113
P,27,1,110
P,228,1,98
P,156,1,32
P,227,1,91
P,69,1,107
P,217,1,106
P,177,1,105
P,26,1,97
P,23,1,93
P,195,1,106
P,81,1,15
P,15,1,118
P,30,1,44
P,75,1,57
P,97,1,54
P,48,1,51
P,235,1,145
P,103,1,48
P,179,1,57
P,30,1,134
P,192,1,60
P,206,1,52
P,44,1,134
P,81,1,16
P,97,1,118
P,31,1,32
P,25,1,109
P,224,1,138
P,193,1,53
P,177,1,57
P,216,1,19
P,163,1,132
P,183,1,142
P,22,1,43
P,188,1,104
P,228,1,19
P,24,1,92
P,156,1,139
P,217,1,108
P,21,1,95
P,224,1,41
P,53,1,120
P,183,1,98
P,83,1,144
P,159,1,125
P,162,1,31
P,36,1,45
P,24,1,139
P,188,1,115
P,13,1,113
P,231,1,91
P,149,1,43
P,156,1,129
P,189,1,62
P,220,1,131
P,22,1,99
P,19,1,124
P,41,1,142
P,17,1,118
P,234,1,140
P,73,1,105
P,62,1,61
P,36,1,85
P,189,1,61
P,205,1,142
P,183,1,114
P,227,1,111
P,33,1,105
P,21,1,138
P,198,1,136
P,68,1,118
P,24,1,93
P,71,1,107
P,51,1,119
P,191,1,120
P,214,1,32
P,43,1,134
P,97,1,120
P,21,1,122
P,28,1,102
P,20,1,90
P,211,1,145
P,166,1,17
P,25,1,79
P,180,1,116
P,184,1,112
P,233,1,116
P,204,1,139
P,25,1,52
P,225,1,96
P,86,1,140
P,90,1,31
P,26,1,77
P,27,1,75
P,232,1,92
P,66,1,106
P,205,1,47
P,20,1,73
P,209,1,135
P,105,1,47
P,92,1,125
P,62,1,115
P,53,1,136
P,219,1,132
P,59,1,119
P,226,1,81
P,201,1,121
P,192,1,107
P,81,1,17
P,185,1,106
P,210,1,98
P,29,1,85
P,214,1,97
P,190,1,139
P,183,1,60
P,20,1,53
P,188,1,55
P,229,1,93
P,157,1,124
P,25,1,105
P,159,1,34
P,33,1,97
P,70,1,121
P,228,1,81
P,98,1,39
P,72,1,101
P,57,1,118
P,56,1,117
P,153,1,39
P,224,1,89
P,184,1,57
P,235,1,119
P,163,1,133
P,27,1,89
P,80,1,143
P,37,1,19
P,179,1,110
P,190,1,134
P,91,1,51
P,176,1,16
P,226,1,138
P,241,1,117
P,81,1,60
P,20,1,17
P,218,1,98
P,93,1,129
P,152,1,40
P,203,1,49
P,37,1,95
P,195,1,137
P,34,1,99
P,175,1,57
P,96,1,42
P,185,1,112
P,176,1,144
P,19,1,144
P,10,1,117
P,224,1,21
P,40,1,50
P,19,1,17
P,148,1,43
P,230,1,39
P,228,1,137
P,207,1,141
P,216,1,109
P,236,1,118
P,56,1,107
P,228,1,78
P,38,1,140
P,36,1,111
P,70,1,116
P,40,1,95
P,196,1,122
P,233,1,33
P,218,1,129
P,17,1,37
P,39,1,97
P,219,1,106
P,68,1,141
P,101,1,46
P,70,1,111
P,98,1,32
P,231,1,71
P,26,1,132
P,21,1,94
P,218,1,97
P,23,1,100
P,50,1,51
P,74,1,102
P,198,1,119
P,220,1,128
P,228,1,18
P,229,1,75
P,160,1,31
P,30,1,106
P,22,1,40
P,230,1,89
P,229,1,77
P,224,1,74
P,25,1,71
P,100,1,50
P,211,1,139
P,232,1,72
P,162,1,128
P,236,1,113
P,31,1,106
P,221,1,87
P,61,1,62
P,195,1,105
P,33,1,133
P,228,1,93
P,101,1,42
P,42,1,145
P,73,1,116
P,44,1,142
P,32,1,97
P,72,1,57
P,29,1,96
P,67,1,113
P,175,1,142
P,77,1,16
P,100,1,42
P,92,1,130
P,171,1,10
P,100,1,40
P,212,1,135
P,225,1,40
P,86,1,118
P,201,1,118
P,93,1,52
P,25,1,99
P,94,1,116
P,166,1,15
P,25,1,127
P,29,1,91
P,226,1,52
P,160,1,131
P,224,1,32
P,71,1,57
P,224,1,38
P,219,1,100
P,189,1,121
P,176,1,57
P,222,1,19
P,194,1,56
P,21,1,17
P,224,1,78
P,84,1,15
P,220,1,14
P,160,1,127
P,151,1,125
P,22,1,144
P,18,1,33
P,97,1,36
P,87,1,13
P,157,1,53
P,98,1,31
P,178,1,116
P,219,1,46
P,16,1,144
P,27,1,32
P,33,1,96
P,98,1,125
P,12,1,116
P,24,1,127
P,29,1,86
P,65,1,52
P,193,1,107
P,193,1,56
P,87,1,128
P,168,1,144
P,219,1,47
P,147,1,48
P,63,1,115
P,225,1,133
P,27,1,41
P,17,1,143
P,228,1,50
P,229,1,100
P,88,1,141
P,224,1,31
P,225,1,82
P,222,1,97
P,90,1,116
P,38,1,32
P,29,1,30
P,37,1,97
P,231,1,55
P,18,1,145
P,59,1,107
P,25,1,126
P,32,1,100
P,204,1,137
P,18,1,54
P,86,1,129
P,46,1,52
P,24,1,124
P,229,1,138
P,219,1,130
P,164,1,12
P,172,1,143
P,176,1,146
P,87,1,33
P,18,1,117
P,18,1,52
P,175,1,61
P,38,1,44
P,32,1,79
P,206,1,142
P,234,1,143
P,66,1,109
P,217,1,86
P,30,1,89
P,219,1,48
P,155,1,127
P,165,1,140
P,236,1,145
P,16,1,109
P,19,1,92
P,164,1,10
P,221,1,106
P,94,1,53
P,211,1,16
P,223,1,98
P,19,1,32
P,59,1,134
P,157,1,140
P,25,1,33
P,23,1,140
P,160,1,128
P,70,1,102
P,87,1,34
P,156,1,38
P,42,1,142
P,221,1,44
P,157,1,117
P,27,1,134
P,170,1,15
P,68,1,99
P,183,1,109
P,178,1,101
P,194,1,55
P,45,1,134
P,225,1,53
P,175,1,10
P,81,1,18
P,144,1,47
P,199,1,138
P,168,1,8
P,228,1,39
P,47,1,142
P,98,1,127
P,90,1,32
P,28,1,31
P,24,1,71
P,231,1,98
P,226,1,83
P,89,1,31
P,222,1,20
P,27,1,74
P,84,1,141
P,20,1,54
P,20,1,125
P,10,1,115
P,221,1,126
P,210,1,139
P,224,1,96
P,62,1,51
P,171,1,9
P,67,1,112
P,227,1,124
P,203,1,143
P,221,1,89
P,193,1,106
P,180,1,107
P,39,1,51
P,87,1,137
P,223,1,84
P,31,1,130
P,179,1,101
P,165,1,10
P,20,1,91
P,232,1,124
P,223,1,128
P,46,1,142
P,188,1,140
P,225,1,111
P,56,1,53
P,28,1,91
P,17,1,72
P,16,1,141
P,192,1,118
P,190,1,135
P,224,1,40
